*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=LisaKeysPlus
*Date=04:13:44
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
181;;300 mil [THT];39.5964;-71.3344;-90;Bottom;D15
182;;300 mil [THT];263.309;-90.4326;-90;Bottom;D13
183;;;134.584;-53.2343;0;Bottom;MX39
184;;;397.59;-53.2873;0;Bottom;MX73
185;;;63.1197;-15.1732;0;Bottom;MX57
186;;300 mil [THT];369.12;-52.4501;-90;Bottom;D72
187;;;263.291;-72.2939;0;Bottom;MX26
188;;;229.904;-53.2343;0;Bottom;MX42
189;;;313.687;-86.601;0;Bottom;Via6
190;;;359.546;-91.3451;0;Bottom;MX64
191;;;397.646;-15.1873;0;Bottom;MX80
192;;300 mil [THT];91.9065;-90.4326;-90;Bottom;D4
193;;;182.237;-34.2125;0;Bottom;MX48
194;;;317.92;-29.5216;0;Bottom;Via7
195;;;343.954;-31.8244;-90;Bottom;TXT5
196;;300 mil [THT];369.027;-33.3532;-90;Bottom;D76
197;;;86.9869;-34.2125;0;Bottom;MX51
198;;;452.358;-12.986;0;Bottom;Hole42
199;;;258.366;-34.2125;0;Bottom;MX50
200;;;129.871;-72.2939;0;Bottom;MX25
201;;;110.891;-72.2939;0;Bottom;MX21
202;0.030;3 mm [THT];41.5958;-59.8207;180;Bottom;LED5
203;;;322.201;-7.08287;0;Bottom;TXT8
204;;;381.141;-22.5112;0;Bottom;Hole60
205;;;424.929;-36.7634;0;Bottom;Hole65
206;;THT;336.594;-78.0148;0;Bottom;J5
207;;;225.021;-22.5112;0;Bottom;Hole47
208;;;416.612;-72.3091;0;Bottom;MX70
209;;300 mil [THT];177.519;-71.3367;-90;Bottom;D25
210;;;451.269;-12.986;0;Bottom;Hole3
211;;300 mil [THT];153.671;-33.3307;-90;Bottom;D52
212;;;349.952;-45.6534;0;Bottom;Via12
213;;300 mil [THT];149.103;-90.4326;-90;Bottom;D7
214;;;201.287;-34.2125;0;Bottom;MX45
215;;;82.3345;-91.3733;0;Bottom;MX3
216;;;378.512;-72.3091;0;Bottom;MX68
217;;;277.51;-41.6459;0;Bottom;Hole66
218;;300 mil [THT];369.487;-6.1188;-180;Bottom;D77
219;;300 mil [THT];130.007;-90.4326;-90;Bottom;D6
220;;;72.7912;-72.2939;0;Bottom;MX23
221;;300 mil [THT];220.471;-52.3361;-90;Bottom;D37
222;;;69.2345;-21.006;0;Bottom;Hole12
223;;;44.0556;-26.3494;0;Bottom;Hole73
224;;;322.294;-10.5638;0;Bottom;TXT6
225;;;106.037;-34.2125;0;Bottom;MX44
226;;;244.171;-72.2939;0;Bottom;MX22
227;;300 mil [THT];182.371;-52.3361;-90;Bottom;D39
228;;300 mil [THT];388.122;-14.3501;-90;Bottom;D79
229;;300 mil [THT];206.207;-90.4326;-90;Bottom;D10
230;;;172.754;-53.2343;0;Bottom;MX34
231;;300 mil [THT];234.715;-71.3367;-90;Bottom;D16
232;;300 mil [THT];407.22;-52.4501;-90;Bottom;D73
233;;;452.437;-98.4289;0;Bottom;Hole33
234;;;455.011;-12.986;0;Bottom;Hole43
235;;;424.929;-13.0568;0;Bottom;Hole63
236;;300 mil [THT];253.719;-71.3367;-90;Bottom;D21
237;;300 mil [THT];125.173;-52.3361;-90;Bottom;D42
238;;300 mil [THT];139.419;-71.3367;-90;Bottom;D24
239;;;91.7183;-14.6794;0;Bottom;IMG3
240;;;409.688;-13.0568;0;Bottom;Hole62
241;;;365.285;-39.9148;0;Bottom;Hole24
242;;;55.9368;-34.234;0;Bottom;MX43
243;;300 mil [THT];53.8065;-90.4326;-90;Bottom;D2
244;;;334.57;-16.7377;0;Bottom;TXT7
245;;;234.664;-91.3733;0;Bottom;MX11
246;;300 mil [THT];110.909;-90.4326;-90;Bottom;D5
247;;;128.219;-25.6156;0;Bottom;Via24
248;;;206.141;-72.2939;0;Bottom;MX19
249;;;381.085;-7.27122;0;Bottom;Hole61
250;;;44.2006;-91.3383;0;Bottom;MX1
251;;300 mil [THT];388.145;-90.4326;-90;Bottom;D64
252;;300 mil [THT];77.4709;-30.2262;-90;Bottom;D55
253;;;79.8414;-7.27122;0;Bottom;Hole53
254;;;147.222;-27.1206;0;Bottom;Via23
255;;300 mil [THT];388.029;-71.4532;-90;Bottom;D67
256;;300 mil [THT];388.122;-52.4501;-90;Bottom;D71
257;;;10.1561;-12.986;0;Bottom;Hole2
258;;;329.42;-53.7672;-90;Bottom;TXT4
259;;300 mil [THT];196.615;-71.3367;-90;Bottom;D17
260;;300 mil [THT];388.029;-33.3532;-90;Bottom;D75
261;;;168.041;-72.2939;0;Bottom;MX20
262;;;357.266;-7.27122;0;Bottom;Hole59
263;;;9.80329;-53.2147;0;Bottom;Hole5
264;;;378.568;-53.2873;0;Bottom;MX72
265;;300 mil [THT];96.5677;-33.3307;-90;Bottom;D54
266;;300 mil [THT];68.0706;-52.3361;-90;Bottom;D41
267;;THT;112.123;-104.2;0;Bottom;J1
268;220;THT;341.201;-31.8244;-90;Bottom;R1
269;;;83.2516;-59.106;0;Bottom;Hole10
270;;THT;321.343;-52.436;0;Bottom;J2
271;;;272.764;-91.3733;0;Bottom;MX13
272;;;416.668;-53.2873;0;Bottom;MX74
273;0.030;3 mm [THT];61.0877;-47.309;0;Bottom;LED2
274;;;29.7235;-100.31;0;Bottom;Hole7
275;;300 mil [THT];287.109;-90.4326;-90;Bottom;D14
